"[A]자치구별","자치구별","[B]감염병별","감염병별","[C]성별","성별","[Item]항목","항목","단위","2020 년","2021 년","2022 년","2023 년","2024 년",
"001010","도봉구","002004","장티푸스","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002004","장티푸스","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002004","장티푸스","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002004","장티푸스","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002004","장티푸스","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002005","파라티푸스","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002005","파라티푸스","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002005","파라티푸스","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002005","파라티푸스","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002005","파라티푸스","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002005","파라티푸스","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002006","세균성이질","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002006","세균성이질","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002006","세균성이질","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002006","세균성이질","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002006","세균성이질","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002006","세균성이질","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002007","장출혈성대장균감염증","001001","발생","T001","법정감염병 발생현황","건","1","1","1","2","1",
"001010","도봉구","002007","장출혈성대장균감염증","001001001","남","T001","법정감염병 발생현황","건","","","","1","1",
"001010","도봉구","002007","장출혈성대장균감염증","001001002","여","T001","법정감염병 발생현황","건","","","","1","-",
"001010","도봉구","002007","장출혈성대장균감염증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002007","장출혈성대장균감염증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002007","장출혈성대장균감염증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002008","A형간염","001001","발생","T001","법정감염병 발생현황","건","23","68","13","7","5",
"001010","도봉구","002008","A형간염","001001001","남","T001","법정감염병 발생현황","건","","","","6","4",
"001010","도봉구","002008","A형간염","001001002","여","T001","법정감염병 발생현황","건","","","","1","1",
"001010","도봉구","002008","A형간염","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002008","A형간염","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002008","A형간염","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002009","백일해","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","151",
"001010","도봉구","002009","백일해","001001001","남","T001","법정감염병 발생현황","건","","","","-","86",
"001010","도봉구","002009","백일해","001001002","여","T001","법정감염병 발생현황","건","","","","-","65",
"001010","도봉구","002009","백일해","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002009","백일해","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002009","백일해","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002010","유행성이하선염","001001","발생","T001","법정감염병 발생현황","건","23","23","29","18","20",
"001010","도봉구","002010","유행성이하선염","001001001","남","T001","법정감염병 발생현황","건","","","","11","13",
"001010","도봉구","002010","유행성이하선염","001001002","여","T001","법정감염병 발생현황","건","","","","7","7",
"001010","도봉구","002010","유행성이하선염","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002010","유행성이하선염","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002010","유행성이하선염","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002021","코로나바이러스감염증-19","001001","발생","T001","법정감염병 발생현황","건","","","160509","28520","",
"001010","도봉구","002021","코로나바이러스감염증-19","001001001","남","T001","법정감염병 발생현황","건","","","","...","",
"001010","도봉구","002021","코로나바이러스감염증-19","001001002","여","T001","법정감염병 발생현황","건","","","","...","",
"001010","도봉구","002021","코로나바이러스감염증-19","001002","사망","T001","법정감염병 발생현황","건","","","...","...","",
"001010","도봉구","002021","코로나바이러스감염증-19","001002001","남","T001","법정감염병 발생현황","건","","","","...","",
"001010","도봉구","002021","코로나바이러스감염증-19","001002002","여","T001","법정감염병 발생현황","건","","","","...","",
"001010","도봉구","002017","풍진(선천성)","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002017","풍진(선천성)","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002017","풍진(선천성)","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002017","풍진(선천성)","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002017","풍진(선천성)","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002017","풍진(선천성)","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002022","풍진(후천성)","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002022","풍진(후천성)","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002022","풍진(후천성)","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002022","풍진(후천성)","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002022","풍진(후천성)","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002022","풍진(후천성)","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002023","폴리오","001001","발생","T001","법정감염병 발생현황","건","-","","-","-","-",
"001010","도봉구","002023","폴리오","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002023","폴리오","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002023","폴리오","001002","사망","T001","법정감염병 발생현황","건","-","","-","-","-",
"001010","도봉구","002023","폴리오","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002023","폴리오","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002011","수막구균감염증","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002011","수막구균감염증","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002011","수막구균감염증","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002011","수막구균감염증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002011","수막구균감염증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002011","수막구균감염증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002018","b형헤모필수스인플루엔자","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002018","b형헤모필수스인플루엔자","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002018","b형헤모필수스인플루엔자","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002018","b형헤모필수스인플루엔자","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002018","b형헤모필수스인플루엔자","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002018","b형헤모필수스인플루엔자","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002012","폐렴구균감염증","001001","발생","T001","법정감염병 발생현황","건","-","-","5","2","4",
"001010","도봉구","002012","폐렴구균감염증","001001001","남","T001","법정감염병 발생현황","건","","","","1","3",
"001010","도봉구","002012","폐렴구균감염증","001001002","여","T001","법정감염병 발생현황","건","","","","1","1",
"001010","도봉구","002012","폐렴구균감염증","001002","사망","T001","법정감염병 발생현황","건","-","-","1","-","3",
"001010","도봉구","002012","폐렴구균감염증","001002001","남","T001","법정감염병 발생현황","건","","","","-","3",
"001010","도봉구","002012","폐렴구균감염증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002019","한센병","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002019","한센병","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002019","한센병","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002019","한센병","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002019","한센병","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002019","한센병","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002013","성홍열","001001","발생","T001","법정감염병 발생현황","건","5","2","5","4","17",
"001010","도봉구","002013","성홍열","001001001","남","T001","법정감염병 발생현황","건","","","","3","8",
"001010","도봉구","002013","성홍열","001001002","여","T001","법정감염병 발생현황","건","","","","1","9",
"001010","도봉구","002013","성홍열","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002013","성홍열","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002013","성홍열","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002014","반코마이신내성황색포도알균 감염증","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002014","반코마이신내성황색포도알균 감염증","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002014","반코마이신내성황색포도알균 감염증","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002014","반코마이신내성황색포도알균 감염증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002014","반코마이신내성황색포도알균 감염증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002014","반코마이신내성황색포도알균 감염증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002015","카바페넴내성장내세균속균종 감염증","001001","발생","T001","법정감염병 발생현황","건","18","34","72","114","161",
"001010","도봉구","002015","카바페넴내성장내세균속균종 감염증","001001001","남","T001","법정감염병 발생현황","건","","","","62","81",
"001010","도봉구","002015","카바페넴내성장내세균속균종 감염증","001001002","여","T001","법정감염병 발생현황","건","","","","52","80",
"001010","도봉구","002015","카바페넴내성장내세균속균종 감염증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","6",
"001010","도봉구","002015","카바페넴내성장내세균속균종 감염증","001002001","남","T001","법정감염병 발생현황","건","","","","-","5",
"001010","도봉구","002015","카바페넴내성장내세균속균종 감염증","001002002","여","T001","법정감염병 발생현황","건","","","","-","1",
"001010","도봉구","002016","E형간염","001001","발생","T001","법정감염병 발생현황","건","-","2","1","5","9",
"001010","도봉구","002016","E형간염","001001001","남","T001","법정감염병 발생현황","건","","","","4","7",
"001010","도봉구","002016","E형간염","001001002","여","T001","법정감염병 발생현황","건","","","","1","2",
"001010","도봉구","002016","E형간염","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","002016","E형간염","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002016","E형간염","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","002024","엠폭스","001001","발생","T001","법정감염병 발생현황","건","","","-","","",
"001010","도봉구","002024","엠폭스","001002","사망","T001","법정감염병 발생현황","건","","","-","","",
"001010","도봉구","003","제3급감염병","001001","발생","T001","법정감염병 발생현황","건","57","56","43","39","40",
"001010","도봉구","003","제3급감염병","001001001","남","T001","법정감염병 발생현황","건","","","","20","25",
"001010","도봉구","003","제3급감염병","001001002","여","T001","법정감염병 발생현황","건","","","","18","15",
"001010","도봉구","003","제3급감염병","001002","사망","T001","법정감염병 발생현황","건","3","-","-","1","-",
"001010","도봉구","003","제3급감염병","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003","제3급감염병","001002002","여","T001","법정감염병 발생현황","건","","","","1","-",
"001010","도봉구","003001","파상풍","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003001","파상풍","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003001","파상풍","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003001","파상풍","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003001","파상풍","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003001","파상풍","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003002","B형간염(급성)","001001","발생","T001","법정감염병 발생현황","건","3","1","1","5","1",
"001010","도봉구","003002","B형간염(급성)","001001001","남","T001","법정감염병 발생현황","건","","","","1","1",
"001010","도봉구","003002","B형간염(급성)","001001002","여","T001","법정감염병 발생현황","건","","","","4","-",
"001010","도봉구","003002","B형간염(급성)","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003002","B형간염(급성)","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003002","B형간염(급성)","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003017","일본뇌염","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003017","일본뇌염","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003017","일본뇌염","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003017","일본뇌염","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003017","일본뇌염","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003017","일본뇌염","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003003","C형간염","001001","발생","T001","법정감염병 발생현황","건","40","49","31","19","28",
"001010","도봉구","003003","C형간염","001001001","남","T001","법정감염병 발생현황","건","","","","11","17",
"001010","도봉구","003003","C형간염","001001002","여","T001","법정감염병 발생현황","건","","","","8","11",
"001010","도봉구","003003","C형간염","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003003","C형간염","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003003","C형간염","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003004","말라리아","001001","발생","T001","법정감염병 발생현황","건","2","1","5","4","-",
"001010","도봉구","003004","말라리아","001001001","남","T001","법정감염병 발생현황","건","","","","3","-",
"001010","도봉구","003004","말라리아","001001002","여","T001","법정감염병 발생현황","건","","","","1","-",
"001010","도봉구","003004","말라리아","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003004","말라리아","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003004","말라리아","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003005","레지오넬라증","001001","발생","T001","법정감염병 발생현황","건","5","3","2","5","4",
"001010","도봉구","003005","레지오넬라증","001001001","남","T001","법정감염병 발생현황","건","","","","4","3",
"001010","도봉구","003005","레지오넬라증","001001002","여","T001","법정감염병 발생현황","건","","","","1","1",
"001010","도봉구","003005","레지오넬라증","001002","사망","T001","법정감염병 발생현황","건","1","-","-","-","-",
"001010","도봉구","003005","레지오넬라증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003005","레지오넬라증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003006","비브리오패혈증","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003006","비브리오패혈증","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003006","비브리오패혈증","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003006","비브리오패혈증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003006","비브리오패혈증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003006","비브리오패혈증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003021","발진티푸스","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003021","발진티푸스","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003021","발진티푸스","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003021","발진티푸스","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003021","발진티푸스","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003021","발진티푸스","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003018","발진열","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003018","발진열","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003018","발진열","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003018","발진열","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003018","발진열","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003018","발진열","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003007","쯔쯔가무시증","001001","발생","T001","법정감염병 발생현황","건","3","1","2","5","4",
"001010","도봉구","003007","쯔쯔가무시증","001001001","남","T001","법정감염병 발생현황","건","","","","1","2",
"001010","도봉구","003007","쯔쯔가무시증","001001002","여","T001","법정감염병 발생현황","건","","","","4","2",
"001010","도봉구","003007","쯔쯔가무시증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003007","쯔쯔가무시증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003007","쯔쯔가무시증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003008","렙토스피라증","001001","발생","T001","법정감염병 발생현황","건","1","-","-","-","-",
"001010","도봉구","003008","렙토스피라증","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003008","렙토스피라증","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003008","렙토스피라증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003008","렙토스피라증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003008","렙토스피라증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003009","브루셀라증","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003009","브루셀라증","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003009","브루셀라증","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003009","브루셀라증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003009","브루셀라증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003009","브루셀라증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003022","공수병","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003022","공수병","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003022","공수병","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003022","공수병","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003022","공수병","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003022","공수병","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003010","신증후군출혈열","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","1",
"001010","도봉구","003010","신증후군출혈열","001001001","남","T001","법정감염병 발생현황","건","","","","-","1",
"001010","도봉구","003010","신증후군출혈열","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003010","신증후군출혈열","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003010","신증후군출혈열","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003010","신증후군출혈열","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003011","크로이츠펠트-야콥병 및 변종크로이츠펠트-야콥병","001001","발생","T001","법정감염병 발생현황","건","-","-","1","-","2",
"001010","도봉구","003011","크로이츠펠트-야콥병 및 변종크로이츠펠트-야콥병","001001001","남","T001","법정감염병 발생현황","건","","","","-","1",
"001010","도봉구","003011","크로이츠펠트-야콥병 및 변종크로이츠펠트-야콥병","001001002","여","T001","법정감염병 발생현황","건","","","","-","1",
"001010","도봉구","003011","크로이츠펠트-야콥병 및 변종크로이츠펠트-야콥병","001002","사망","T001","법정감염병 발생현황","건","-","-","-","1","-",
"001010","도봉구","003011","크로이츠펠트-야콥병 및 변종크로이츠펠트-야콥병","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003011","크로이츠펠트-야콥병 및 변종크로이츠펠트-야콥병","001002002","여","T001","법정감염병 발생현황","건","","","","1","-",
"001010","도봉구","003023","황열","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003023","황열","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003023","황열","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003023","황열","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003023","황열","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003023","황열","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003012","뎅기열","001001","발생","T001","법정감염병 발생현황","건","-","-","1","-","-",
"001010","도봉구","003012","뎅기열","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003012","뎅기열","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003012","뎅기열","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003012","뎅기열","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003012","뎅기열","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003013","큐열","001001","발생","T001","법정감염병 발생현황","건","-","1","-","-","-",
"001010","도봉구","003013","큐열","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003013","큐열","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003013","큐열","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003013","큐열","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003013","큐열","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003024","웨스트나일열","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003024","웨스트나일열","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003024","웨스트나일열","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003024","웨스트나일열","001002","사망","T001","법정감염병 발생현황","건","-","-","","-","-",
"001010","도봉구","003024","웨스트나일열","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003024","웨스트나일열","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003014","라임병","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003014","라임병","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003014","라임병","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003014","라임병","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003014","라임병","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003014","라임병","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003025","진드기매개뇌염","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003025","진드기매개뇌염","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003025","진드기매개뇌염","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003025","진드기매개뇌염","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003025","진드기매개뇌염","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003025","진드기매개뇌염","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003019","유비저","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003019","유비저","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003019","유비저","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003019","유비저","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003019","유비저","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003019","유비저","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003020","치쿤구니야열","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003020","치쿤구니야열","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003020","치쿤구니야열","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003020","치쿤구니야열","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003020","치쿤구니야열","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003020","치쿤구니야열","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003015","증열성혈소판감소증후군(SFTS)","001001","발생","T001","법정감염병 발생현황","건","3","-","-","-","-",
"001010","도봉구","003015","증열성혈소판감소증후군(SFTS)","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003015","증열성혈소판감소증후군(SFTS)","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003015","증열성혈소판감소증후군(SFTS)","001002","사망","T001","법정감염병 발생현황","건","2","-","-","-","-",
"001010","도봉구","003015","증열성혈소판감소증후군(SFTS)","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003015","증열성혈소판감소증후군(SFTS)","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003016","지카바이러스감염증","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003016","지카바이러스감염증","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003016","지카바이러스감염증","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001010","도봉구","003016","지카바이러스감염증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001010","도봉구","003016","지카바이러스감염증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
